tablescraper-selected-row,u-xs-avatar src,text-primary,text-primary href,d-none,u-label,text-nowrap,small,d-block,text-danger,tablescraper-selected-row 2,tablescraper-selected-row 3,tablescraper-selected-row 4,tablescraper-selected-row 5,text-success,tablescraper-selected-row 6
-,https://bscscan.com/token/images/surflive_32.png,Surf (SURF),https://bscscan.com/token/0xE664cbfAB870413da211F78709911b98950fD94c,Surf Live is the first token to accommodate the development of the surf industry in the digital world.,,$0.88 ,0.000051 BTC,0.003076 BNB,,--,$1.00 ,--,"$286,248.00 ",,105
-,https://bscscan.com/token/images/jetfuel-gforce_32.png,GFORCE v2 (GFCE),https://bscscan.com/token/0x5f136383e230f972739fae2e81e7e774afe64c66,Gforce is a token in the Jetfuel.Finance Ecosystem that aims to revolutionize the passive yield and staking token landscape built on Binance Smart Chain.,,$0.80 ,0.000046 BTC,0.002777 BNB,,--,$18.00 ,--,"$795,198.00 ",,796
-,https://bscscan.com/token/images/arenaplaycoin_32.png,ArenaPlay (APC),https://bscscan.com/token/0x2AA504586d6CaB3C59Fa629f74c586d78b93A025,"ArenaPlay is committed to building on-chain infrastructure covering; gaming, quizzes, E-Sports, NFT, and the wider Meta-Universe.",,$0.69 ,0.000041 BTC,0.002426 BNB,-0.87%,"$432,220.00 ",--,"$69,449,400.00 ","112,601",,
-,https://bscscan.com/token/images/linkdao_32.png,LinkDao (LKD),https://bscscan.com/token/0xaF027427DC6d31A3e7e162A710a5Fe27e63E275F,LinkDao is a decentralized multi-chain liquidity enabler network that focuses on high yield on crypto assets.,,$0.61 ,0.000035 BTC,0.002115 BNB,-1.72%,"$46,852.00 ",--,"$6,054,440.00 ","1,664",,
-,https://bscscan.com/token/images/sporeengineeringV2_32.png,Spore Token (SPORE),https://bscscan.com/token/0x77f6a5f1b7a2b6d6c322af8581317d6bb0a52689,Spore Engineering is a software factory focused on closing the gap between traditional fintech and industry 4.0.,,$0.56 ,0.000033 BTC,0.001965 BNB,,--,$13.00 ,--,"$185,571.00 ",,"3,445"
-,https://bscscan.com/token/images/mintofinance_32.png,Minto Bitcoin Hashrate Token (BTCMT),https://bscscan.com/token/0x410a56541bD912F9B60943fcB344f1E3D6F09567,Minto is a decentralized mining DeFi platform that combines the advantages of DeFi and classic mining. We offer investors exposure to Bitcoin mining.,,$0.56 ,0.000033 BTC,0.001962 BNB,,"$27,295.00 ",--,"$1,222,812.00 ","8,939",0.33%,
-,https://bscscan.com/token/images/bux_32.png,BUX Token (BUX),https://bscscan.com/token/0x211ffbe424b90e25a15531ca322adf1559779e45,The BUX Platform Token offers BUX as an utility token that can be used on the BUX Crypto platform to access premium features and promotions.,,$0.49 ,0.000029 BTC,0.001728 BNB,,--,$0.00 ,--,"$37,784,063.00 ",,"11,246"
-,https://bscscan.com/token/images/Thoreumv3_32.png,Thoreumv3 - Thoreum.Capital (THOREUM),https://bscscan.com/token/0xce1b3e5087e8215876af976032382dd338cf8401,"More than 1 year with Thoreum V1&V2, it's time for Thoreum V3, strongly prioritizes hyper deflation and passive income, with features:
Limited supply & hyper deflationary token with the aggressive burn of 25% every sell transaction",,$0.45 ,0.000026 BTC,0.001581 BNB,-1.46%,"$2,878.00 ",--,"$22,632,110.00 ","15,407",,
-,https://bscscan.com/token/images/hectagon_32.png,Hectagon (HECTA),https://bscscan.com/token/0x343915085b919fbd4414F7046f903d194c6F60EE,The DAO-governed Web3 Venture Capital funding platform for everyone.,,$0.45 ,0.000026 BTC,0.001556 BNB,,"$17,319.00 ",--,"$330,977.00 ",343,7.01%,
-,https://bscscan.com/token/images/pyloneco_32.png,Pylon Eco Token (PETN),https://bscscan.com/token/0x57457b5d725d85a70a3625d6a71818304e773618,"Pylon Eco is a DeFi, governance and deflationary open source ecosystem-based project. It claims to features buyback guarantee of all ICO tokens and aims for daily used in plenty of ecosystems to bring mass crypto adoption. It provides staking reward and is backed by guarantee portfolio.",,$0.37 ,0.000022 BTC,0.001305 BNB,-1.41%,"$214,744.00 ",--,"$36,693,507.00 ","9,035",,
-,https://bscscan.com/token/images/vancifinance_32.png,VANCI.FINANCE (VANCII),https://bscscan.com/token/0x8f9b482b74afc0b7e8aefc704f1f04df208ee332,Vanci.Finance was developed to bestow its holders for their token loyalty by granting them extraordinary farming rewards. The tokenomics allows holders to be rewarded in both BNB and Vanci tokens for the duration of their holding timeframe.,,$0.30 ,0.000018 BTC,0.001047 BNB,,--,$0.00 ,--,"$8,996.00 ",,416
-,https://bscscan.com/token/images/robustswaptoken_32.png?v=3,RobustSwap Token (RBS),https://bscscan.com/token/0x95336aC5f7E840e7716781313e1607F7C9D6BE25,RobustSwap by the Robust Protocol team is a decentralized exchange (DEX) with yield farming and automated market maker (AMM) on the Binance Smart Chain designed to optimize profitability through scarcity and liquidity.,,$0.26 ,0.000015 BTC,0.000918 BNB,,--,$0.00 ,--,"$27,861.00 ",,"4,672"
-,https://bscscan.com/token/images/exeno_32.png,EXENO COIN (EXN),https://bscscan.com/token/0x0c9b3ab1bd0cf0745625381f5c3aa1cd9bbc7abb,"Exeno is a company, aiming to deliver tech solutions for a rapidly growing cryptocurrency market. Created by experts interested in developing an ecosystem of innovative digital solutions for cryptocurrency owners. exn is multichain and user can bridge exn on polygon and Ethereum using bridge",,$0.25 ,0.000015 BTC,0.000883 BNB,-0.06%,"$149,278.00 ",--,"$12,636,115.00 ",92,,
-,https://bscscan.com/token/images/m7v2_32.png,M7V2 (M7V2),https://bscscan.com/token/0x8d55eca212a56e9d3a0c337950f910e3397e1e68,"The M7V2 will provide eCommerce, Gamming Platform and Centralized Exchange which aims to provide the profitability for its sustainable growth.",,$0.23 ,0.000013 BTC,0.000803 BNB,,$38.00 ,--,"$4,830,357.00 ","3,307",0.02%,
-,https://bscscan.com/token/images/happiness_32.png,HPSv2 (HPS),https://bscscan.com/token/0xc9D53A339F3c22E016C6fA1E3Eb85AC32c75fED2,"Billion Happiness is a blockchain community-based project, that introduces. Blockchain to billions of people through simple needs including clothes or wearables, crypto essentials like hardware wallets, and interests and passions including digital artworks.",,$0.19 ,0.000011 BTC,0.000650 BNB,-4.34%,$100.00 ,--,"$186,074.00 ",646,,
-,https://bscscan.com/token/images/keep3rb_32.png,Keep3r BSC Network (KP3RB),https://bscscan.com/token/0x5ea29eee799aa7cc379fde5cf370bc24f2ea7c81,KP3RB token is a Keep3r fork project on Binance Smart Chain.,,$0.14 ,0.000008 BTC,0.000506 BNB,,--,$0.00 ,--,"$184,725,128.00 ",,"5,060"
-,https://bscscan.com/token/images/starterxyz_32.png,BSCstarter (START),https://bscscan.com/token/0x31d0a7ada4d4c131eb612db48861211f63e57610,Bsc starter finance aims to offer secure community-owned and governed token presale platform for Binance Smart Chain.,,$0.14 ,0.000008 BTC,0.000492 BNB,,$22.00 ,--,"$140,760.00 ","10,397",1.10%,
-,https://bscscan.com/token/images/okse_32.png,Okse (OKSE),https://bscscan.com/token/0x606fb7969fc1b5cad58e64b12cf827fb65ee4875,"Okse Wallet and Okse Visa Card are a decentralized finance system, built to revolutionize the financial market. Okse Wallet and Card allows only the owner to access and spend their cryptocurrency without counter-party risk in over 60 million shops worldwide.",,$0.14 ,0.000008 BTC,0.000477 BNB,-0.15%,"$658,771.00 ",--,"$136,481,000.00 ","4,868",,
-,https://bscscan.com/token/images/weatherfinance_32.png,Weather (Weather),https://bscscan.com/token/0xbe3e4cfd929156f612df36042d79201ecf5344d7,Weather finance is a yield farming protocol on BSC.,,$0.10 ,0.000006 BTC,0.000355 BNB,,--,$0.00 ,--,"$9,142.00 ",,546
-,https://bscscan.com/token/images/genta_32.png,Genta (GENA),https://bscscan.com/token/0x7f4959528D4C9c7379b3437C7Eea40376fD96B8a,"Genta (GENA) is a token with optional uses cases. It can be used for shares, stake, and converting liquid assets. Genta are backed by Tulsa Pro Project.",,$0.10 ,0.000006 BTC,0.000336 BNB,,--,$0.00 ,--,"$1,998,897.00 ",,118
-,https://bscscan.com/token/images/globalgametoken_32.png,GG TOKEN (GGTKN),https://bscscan.com/token/0x1f7e8fe01aeba6fdaea85161746f4d53dc9bda4f,Utility Token For Lottery & Gambling Portals. GGTKN is also accepted on various e-commerce projects around the world. Full list available on the official website.,,$0.10 ,0.000006 BTC,0.000334 BNB,-0.41%,"$49,397.00 ",--,"$1,218,284,914.00 ","21,067",,
-,https://bscscan.com/token/images/shieldprotocol_32.png,Shield Protocol (SHIELD),https://bscscan.com/token/0x00f97c17f4dc4f3bfd2dd9ce5e67f3a339a8a261,"Shield is a Security Tool, Multi Chain Wallet, Multi Chain Bridge, First 2FA on Multi blockchain and NFT Platform.",,$0.09 ,0.000005 BTC,0.000326 BNB,-0.08%,$25.00 ,--,"$93,432.00 ","24,453",,
-,https://bscscan.com/token/images/venus-vfil_32.png,Venus FIL (vFIL),https://bscscan.com/token/0xf91d58b5ae142dacc749f58a49fcbac340cb0343,Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,,$0.09 ,0.000005 BTC,0.000317 BNB,,"$4,819.00 ",--,"$1,744,437.00 ","1,185",0.31%,
-,https://bscscan.com/token/images/gominingtoken_32.png,GoMining Token (GMT),https://bscscan.com/token/0x7ddc52c4de30e94be3a6a0a2b259b2850f421989,GoMining Token (GMT) is a way of investing in the crypto-sphere where each GMT is backed by an SHA–256 computing power mining unit working in the GoMining pool.,,$0.08 ,0.000005 BTC,0.000291 BNB,,"$589,559.00 ",--,"$3,271,361.00 ","10,053",1.51%,
-,https://bscscan.com/token/images/venus-vxvs_32.png,Venus XVS (vXVS),https://bscscan.com/token/0x151b1e2635a717bcdc836ecd6fbb62b674fe3e1d,Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,,$0.08 ,0.000005 BTC,0.000288 BNB,-0.52%,$57.00 ,--,"$3,656,160.00 ","10,905",,
-,https://bscscan.com/token/images/adonis_32.png,Adonis (ADON),https://bscscan.com/token/0xcd392021084683803525fe5e6c00cae9c6be5774,"Adonis network is a cryptocurrency launchpad which has a complete blockchain structure that includes Coin, Token, Metavers, Web3.0, Gaming Platform, Defi, NFT and Exchang. Actually it's a multi-chain fundraising platform enabling projects to raise capital and promise safety to early stage investors.",,$0.08 ,0.000005 BTC,0.000284 BNB,,--,"$5,649.00 ",--,"$812,170,000.00 ",,"1,328"
-,https://bscscan.com/token/images/batdollar-btd_32.png,Bat True Dollar (BTD),https://bscscan.com/token/0xd1102332a213e21faf78b69c03572031f3552c33,Bat True Dollar (BTD) is an algorithmic stablecoin on Binance Smart Chain.,,$0.08 ,0.000005 BTC,0.000281 BNB,,"$10,657.00 ",--,"$777,538.00 ","2,433",3.15%,
-,https://bscscan.com/token/images/ultronfoundation_32.png,Ultron (ULX),https://bscscan.com/token/0xd983AB71a284d6371908420d8Ac6407ca943F810,"Ultron Foundation is an EVM-compatible layer-1 blockchain system supported by Solidity Finance, with a fully functioning DeFi ecosystem that includes a native coin and dApps.",,$0.07 ,0.000004 BTC,0.000254 BNB,,"$435,049.00 ",--,"$5,884,991.00 ","5,525",1.50%,
-,https://bscscan.com/token/images/pancakebunny_32.png,Bunny Token (BUNNY),https://bscscan.com/token/0xc9849e6fdb743d08faee3e34dd2d1bc69ea11a51,Pancake Bunny is a yield farming project aiming to complete difficult missions for cake farmers to get more cakes.,Cross-Chain,$0.07 ,0.000004 BTC,0.000251 BNB,-0.05%,$0.00 ,--,"$1,095,600.00 ","97,528",,
-,https://bscscan.com/token/images/marketledger_32.png?v=3,MarketLedger (ML),https://bscscan.com/token/0xc4fB957e3F1c04C8Dc4000525e55920861F25bFc,Market Ledger intends to change the way users interact with cryptocurrency as a whole. It aims to provide a one-stop shop for all of its users' needs whilst also simplifying the journey they need to go through from start to finish.,,$0.06 ,0.000004 BTC,0.000225 BNB,-2.44%,$103.00 ,--,"$225,549.00 ","1,266",,
-,https://bscscan.com/token/images/tozex_32.png,TOZEX (TOZ),https://bscscan.com/token/0xcf0bea8b08fd28e339eff49f717a828f79f7f5ec,"Tozex is a financing platform that combines a token issuance module “Tokenpad” allowing users to launch token-based crowdfunding campaigns (ICO, STO, and BRO) with an embedded crypto asset marketplace.",,$0.05 ,0.000003 BTC,0.000185 BNB,,--,$5.00 ,--,"$84,654.00 ",,78
-,https://bscscan.com/token/images/dogestribute_32.png,Dogestribute (DGSTB),https://bscscan.com/token/0x5aa638c6777e2f041951a3d539a32cac83503441,"Dogestribute is an NFT, gaming, and rewards token. The first game is ready to play on launch with weekly rewards for the top scores.",,$0.05 ,0.000003 BTC,0.000158 BNB,,--,$0.00 ,--,"$45,220.00 ",,"2,299"
-,https://bscscan.com/token/images/ethax_32.png,ETHAX (ETHAX),https://bscscan.com/token/0x854f7cd3677737241e3eed0dc3d7f33dfaf72bc4,"Through ETHAX’s unique ground-breaking machine learning technology, ETHAX simplifies the consumer process to create a trading platform for all investors.",,$0.04 ,0.000003 BTC,0.000153 BNB,,"$87,195.00 ",--,"$35,137,240.00 ","1,607",1.17%,
-,https://bscscan.com/token/images/planetfinancegamma_32.png?=v98,GAMMA (GAMMA),https://bscscan.com/token/0xb3cb6d2f8f2fde203a022201c81a96c167607f15,"GAMMA is the utility token for the Planet. Anyone can use GAMMA to unlock discount fees on Green Planet, the first decentralized money market with discount levels. GAMMA can be earned providing liquidity to pools and staking in vaults.",,$0.04 ,0.000002 BTC,0.000146 BNB,-1.29%,$0.00 ,--,"$4,174,266.00 ","5,931",,
-,https://bscscan.com/token/images/immutable_32.png,Immutable (DARA),https://bscscan.com/token/0x0255af6c9f86f6b0543357bacefa262a2664f80f,DARA is the Utility token of The Immutable Network which enables people to reclaim and preserve their intellectual property. The Immutable Network is a decentralized incubator using its DAO Fund to pay for its own IPFS cluster and fund the development of products proposed by third-party developers.,,$0.03 ,0.000002 BTC,0.000115 BNB,-5.25%,"$13,000.00 ",--,"$1,388,074.00 ","2,536",,
-,https://bscscan.com/token/images/kiwiswap_32.png,Kiwi Token (KIWI),https://bscscan.com/token/0xcfdf8a80fecaeecc144fa74c0df8691bfd0e26e3,KiwiSwap is a decentralized financial project builts on BSC which features yield farming and staking.,,$0.03 ,0.000002 BTC,0.000108 BNB,,--,$0.00 ,--,"$12,440.00 ",,811
-,https://bscscan.com/token/images/defi100_32.png,DEFI 100 (D100),https://bscscan.com/token/0x9d8aac497a4b8fe697dd63101d793f0c6a6eebb6,"Defi100 is a aynthetic index token based on the principle of elastic supply. Powered by decentralized oracles to provide the most accurate feeds for the rebase, DEFI100 is a synthetic asset on Binance Smart Chain pegged to DEFI.",,$0.03 ,0.000002 BTC,0.000100 BNB,,--,$72.00 ,--,"$107,022.00 ",,"7,053"
-,https://bscscan.com/token/images/vmetastudio_32.png,Virtual Meta (VMA),https://bscscan.com/token/0xcC6C9773A8a70C4642dFfCEb017742830AAAC1a6,"The VMA wallet/API not only features the ability for users to exchange VMA across any VR/AR experience, environment or world, but also the ability for users to launch their own branded token coins. VMA will seamlessly allow value transfer from the virtual world to the real world and back again.",,$0.03 ,0.000002 BTC,0.000093 BNB,,--,$5.00 ,--,"$267,099,900.00 ",,417
-,https://bscscan.com/token/images/growmoonbsc_32.png,GrowMoon (GM),https://bscscan.com/token/0x2BacbA5078611E261Dc55487E1bB9c145Df49Cc7,GrowMoon is the first of its kind to introduce a financial utility in the form of 'micro-transactions' taking place for all users within the app.,,$0.02 ,0.000001 BTC,0.000082 BNB,,--,$60.00 ,--,"$23,572.00 ",,577
-,https://bscscan.com/token/images/wetux_32.png,Wetux (WETUX),https://bscscan.com/token/0x58f0C2fd4B7B0fBaC97c9cC71A5Eb810627734C8,WETUX allows to put your idle crypto-asset to work towards enhancing the neo-economy’s open liquidity.,,$0.02 ,0.000001 BTC,0.000081 BNB,,--,"$658,927.00 ",--,"$13,940,154.00 ",,"17,281"
-,https://bscscan.com/token/images/jointer_32.png,Jointer (JNTR),https://bscscan.com/token/0x5f2caa99fc378248ac02cbbaac27e3fa155ed2c4,JNTR is a liquidity bridge that serves as a transfer of value between traditional commercial real estate equity and blockchain based digital currencies.,,$0.02 ,0.000001 BTC,0.000075 BNB,,"$65,509.00 ",--,"$255,154,233.00 ","5,276",6.79%,
-,https://bscscan.com/token/images/theloopnetwork_32.png,LoopNetwork (LOOP),https://bscscan.com/token/0xce186ad6430e2fe494a22c9edbd4c68794a28b35,A cryptocurrency system that supports smart contracts without the scalability and privacy limitations of earlier systems like Ethereum.,,$0.02 ,0.000001 BTC,0.000074 BNB,,"$43,794.00 ",--,"$4,225,322.00 ","6,794",0.10%,
-,https://bscscan.com/token/images/tenup_32.png,Tenup DAO Token (TUP),https://bscscan.com/token/0x63eaEB6E33E11252B10553900a9F38A9ed172871,"TenupNation is determined by the dynamics of blockchain technology. Tenup spreading its wings with personalized DeFi projects for instance staking, Tenup Swap, Tenup decentralized game with cross-chain features.",,$0.02 ,0.000001 BTC,0.000074 BNB,-0.90%,$0.00 ,--,"$25,866.00 ",273,,
-,https://bscscan.com/token/images/fluxprotocol_32.png,binance conflux Flux Protocol (bcFLUX),https://bscscan.com/token/0x0747cda49c82d3fc6b06df1822e1de0c16673e9f,"FLUX is a decentralized, non-custodial digital encryption asset mortgage lending protocol. In FLUX's currency market, users are able to deposit specific crypto assets to earn interest, as well as lend certain crypto assets by collateralizing their assets and paying a certain amount of interest.",Cross-Chain,$0.02 ,0.000001 BTC,0.000067 BNB,-1.58%,$12.00 ,--,"$58,082.00 ","1,525",,
